dem,ind,rep,ideo,female,edu,collegeabove,age,pk_medmarij,pkT_medmarij,pk_nafta,pkF_nafta,pk_parisagree,pkT_parisagree,pk_guantanamo,pkF_guantanamo,pk_deficit2018,pkF_deficit2018,pk_gdpgrow,pkT_gdpgrow
1,0,0,0,1,5,1,58,1,1,NA,NA,NA,NA,1,2,NA,NA,1,1
0,0,1,6,0,3,0,13,1,1,1,1,0,-1,1,2,0,-1,1,1
0,0,0,4,0,5,1,46,0,-1,1,1,NA,NA,0,-1,NA,NA,1,1
0,0,1,4,1,6,1,34,1,1,1,2,0,-2,1,2,1,1,1,1
0,0,1,0,0,3,0,50,1,1,1,2,1,2,1,2,0,-2,1,2
0,1,0,5,0,2,0,61,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1
0,0,1,4,1,5,1,53,0,-2,1,1,0,-1,0,-1,NA,NA,NA,NA
1,0,0,6,0,5,1,48,1,1,1,2,1,2,1,2,1,2,1,2
0,0,1,3,1,2,0,20,1,1,0,-1,NA,NA,0,-2,NA,NA,NA,NA
1,0,0,0,1,3,0,35,0,-1,1,1,0,-1,0,-2,0,-1,0,-1
1,0,0,0,1,3,0,52,1,1,1,1,1,1,0,-2,0,-1,1,1
0,1,0,5,0,2,0,46,1,1,1,2,0,-2,1,1,0,-1,1,1
0,0,1,6,1,3,0,35,1,2,NA,NA,1,1,0,-2,NA,NA,1,1
0,0,1,7,1,3,0,40,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,2,1,2,0,32,1,1,NA,NA,0,-1,1,1,NA,NA,NA,NA
0,1,0,4,1,5,1,32,NA,NA,NA,NA,0,-1,NA,NA,NA,NA,1,1
1,0,0,2,1,5,1,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,5,1,5,1,39,1,1,1,2,0,-2,1,2,0,-1,0,-1
1,0,0,2,0,5,1,47,1,1,1,2,0,-1,1,2,1,1,1,1
1,0,0,1,1,3,0,15,NA,NA,1,2,1,2,1,2,1,2,1,1
1,0,0,1,0,6,1,54,1,2,1,2,0,-1,1,2,1,1,0,-1
0,0,1,5,0,2,0,30,1,1,NA,NA,1,1,1,2,0,-1,1,1
1,0,0,3,0,3,0,34,0,-1,0,-2,NA,NA,NA,NA,0,-1,NA,NA
0,0,0,0,0,5,1,44,1,1,1,1,1,1,1,1,NA,NA,1,1
0,1,0,4,0,5,1,47,1,2,0,-1,0,-1,1,2,0,-1,1,1
0,1,0,3,0,5,1,19,1,1,1,1,0,-2,1,1,NA,NA,0,-1
1,0,0,3,1,5,1,46,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
1,0,0,2,0,3,0,61,1,1,NA,NA,1,1,0,-1,0,-1,1,1
0,1,0,4,1,6,1,38,1,1,0,-1,0,-1,1,1,0,-1,1,1
1,0,0,0,1,3,0,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,6,1,4,0,56,1,1,0,-1,1,1,1,2,NA,NA,0,-1
0,0,0,4,1,3,0,49,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,NA,NA
0,1,0,3,0,3,0,34,1,1,1,2,0,-2,1,2,0,-1,1,2
0,0,1,6,1,2,0,25,0,-1,0,-1,0,-2,0,-1,NA,NA,1,1
0,0,1,6,1,2,0,46,0,-1,NA,NA,NA,NA,NA,NA,0,-1,NA,NA
1,0,0,0,1,4,0,37,0,-1,1,1,1,1,1,1,1,1,1,1
0,1,0,1,0,5,1,19,1,1,1,1,1,1,1,2,1,1,1,1
0,1,0,3,1,5,1,48,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
0,0,0,4,0,5,1,47,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA
0,0,1,5,0,6,1,31,0,-1,NA,NA,0,-1,1,1,NA,NA,0,-1
1,0,0,1,0,2,0,54,1,1,1,2,1,2,0,-1,0,-1,0,-1
1,0,0,1,1,6,1,49,0,-2,0,-1,0,-1,0,-2,1,1,0,-1
0,0,1,5,0,6,1,46,1,1,0,-2,1,1,0,-2,0,-2,1,1
0,0,1,6,0,5,1,40,0,-2,0,-1,1,2,0,-2,NA,NA,1,2
0,0,0,2,0,5,1,45,1,1,NA,NA,NA,NA,1,1,0,-1,1,1
1,0,0,1,0,4,0,17,0,-1,1,2,0,-2,1,2,1,1,1,2
0,0,1,5,0,5,1,15,1,1,1,1,0,-2,0,-2,1,1,1,1
1,0,0,6,1,6,1,45,0,-1,0,-1,1,2,1,2,0,-1,0,-2
0,0,1,6,1,6,1,32,0,-1,0,-2,1,1,1,2,0,-1,1,2
1,0,0,2,0,4,0,37,1,1,1,1,0,-2,1,2,1,1,1,1
0,1,0,3,1,3,0,44,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
0,0,1,5,1,5,1,45,1,1,NA,NA,NA,NA,0,-1,NA,NA,NA,NA
1,0,0,1,1,5,1,34,1,2,NA,NA,1,1,1,2,0,-1,NA,NA
1,0,0,2,1,6,1,49,1,2,1,2,0,-2,1,2,1,2,0,-1
0,1,0,3,0,6,1,52,1,1,1,2,1,1,1,2,0,-1,1,1
0,0,1,4,1,5,1,19,1,1,0,-1,0,-1,1,1,0,-1,1,1
1,0,0,2,1,5,1,40,1,1,1,1,0,-2,1,2,0,-1,1,1
0,1,0,3,0,5,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,2,0,5,1,51,1,1,0,-1,0,-1,1,1,1,1,NA,NA
0,0,1,5,0,6,1,46,1,1,0,-1,1,2,1,1,0,-1,0,-1
0,0,1,1,1,2,0,52,0,-2,0,-1,1,1,0,-1,1,1,1,1
0,0,0,0,1,5,1,54,1,1,1,1,1,2,0,-1,NA,NA,1,1
1,0,0,1,0,5,1,49,1,1,NA,NA,1,1,1,1,NA,NA,1,1
1,0,0,2,0,5,1,58,0,-2,1,2,NA,NA,1,1,0,-1,0,-2
1,0,0,1,0,6,1,49,1,1,NA,NA,1,1,0,-1,0,-1,1,1
0,1,0,1,0,6,1,41,1,2,NA,NA,1,1,NA,NA,NA,NA,0,-1
1,0,0,2,1,4,0,30,1,1,1,1,1,1,1,1,1,1,0,-1
1,0,0,2,1,4,0,49,1,1,1,2,1,1,1,1,1,2,1,1
0,1,0,3,0,2,0,37,0,-2,0,-1,1,1,0,-1,1,2,1,1
0,1,0,6,0,5,1,26,NA,NA,1,2,1,1,0,-2,NA,NA,NA,NA
0,0,1,5,0,5,1,32,0,-1,0,-1,NA,NA,1,1,NA,NA,1,1
0,1,0,4,0,2,0,55,NA,NA,NA,NA,1,1,NA,NA,1,1,1,1
0,1,0,0,0,5,1,49,1,2,0,-1,0,-1,1,2,1,1,1,1
0,1,0,3,1,5,1,36,0,-2,1,2,1,2,1,2,1,2,1,2
0,1,0,3,0,3,0,41,1,1,1,2,1,1,1,2,0,-1,0,-2
0,0,1,4,0,4,0,44,0,-1,1,1,NA,NA,1,1,1,1,1,1
0,1,0,2,0,4,0,40,1,1,NA,NA,1,1,1,2,0,-1,1,1
1,0,0,2,1,6,1,46,0,-1,1,2,0,-1,0,-2,1,2,1,1
0,0,0,5,0,6,1,47,1,1,1,2,0,-2,1,2,NA,NA,1,2
0,0,1,6,0,5,1,28,0,-2,1,2,1,1,1,2,0,-1,1,2
1,0,0,1,1,4,0,39,1,1,1,2,1,1,1,2,0,-1,0,-2
1,0,0,4,0,5,1,50,1,1,1,1,0,-1,1,2,0,-1,0,-1
1,0,0,1,1,5,1,59,0,-1,NA,NA,1,2,0,NA,0,-1,NA,NA
1,0,0,2,1,2,0,18,1,1,1,2,1,1,1,2,1,1,1,1
0,0,1,5,1,5,1,56,1,1,1,1,1,1,1,1,0,-1,1,1
0,0,1,6,1,6,1,29,1,1,0,-1,0,-1,1,1,0,-1,1,1
1,0,0,3,0,6,1,47,0,-1,1,2,0,-2,1,2,NA,NA,1,1
0,0,1,6,1,7,1,44,0,-2,1,2,1,1,1,2,0,-1,1,2
0,1,0,4,0,3,0,62,1,2,0,-1,1,1,0,-2,1,1,1,1
1,0,0,1,0,5,1,7,0,-2,1,2,0,-2,1,2,1,2,1,2
0,1,0,4,1,3,0,47,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,NA,NA
0,0,1,6,1,5,1,52,1,1,0,-1,NA,NA,1,2,0,-1,1,1
1,0,0,0,1,3,0,21,1,1,NA,NA,1,2,1,2,0,-1,1,1
1,0,0,2,1,5,1,40,1,1,1,1,1,1,0,-2,0,-1,1,2
0,0,1,6,0,6,1,20,1,1,1,2,0,-1,1,2,0,-1,1,2
0,0,1,4,0,6,1,37,NA,NA,1,2,0,-1,0,-2,0,-1,NA,NA
1,0,0,3,0,5,1,18,1,1,1,2,0,-2,1,2,1,1,1,1
0,1,0,0,1,4,0,60,1,1,NA,NA,1,2,1,1,0,-1,1,1
0,0,1,5,1,5,1,54,1,2,NA,NA,0,-1,0,-2,0,-1,0,-1
0,1,0,4,0,5,1,50,1,1,0,-1,1,1,0,-2,0,-1,1,2
1,0,0,0,1,2,0,16,0,-1,NA,NA,1,1,0,-2,1,1,1,1
0,0,1,6,1,5,1,57,0,-2,1,1,1,2,0,-1,0,-1,1,1
0,0,0,5,1,5,1,45,0,-1,1,1,NA,NA,1,2,NA,NA,1,1
1,0,0,2,0,6,1,52,1,2,1,2,1,2,1,2,1,2,0,-1
1,0,0,0,1,5,1,58,1,1,0,-1,1,2,1,1,0,-1,0,-1
0,1,0,4,1,3,0,40,1,1,NA,NA,NA,NA,0,-2,NA,NA,NA,NA
1,0,0,1,1,5,1,29,0,-1,1,1,NA,NA,1,2,NA,NA,NA,NA
1,0,0,3,0,2,0,22,1,1,1,1,1,1,1,1,1,1,0,-1
1,0,0,1,0,5,1,57,0,-1,1,1,0,-1,0,-2,0,-1,0,-1
1,0,0,0,1,6,1,55,0,-1,1,1,1,1,1,2,1,1,1,1
0,0,0,3,1,3,0,54,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,5,0,5,1,58,0,-2,1,2,1,2,NA,NA,0,-1,0,-1
1,0,0,0,0,4,0,31,1,1,1,2,1,1,1,2,NA,NA,1,2
0,0,1,6,0,5,1,18,1,1,1,2,1,1,1,2,0,-1,1,2
1,0,0,7,0,3,0,53,0,-2,NA,NA,1,1,1,2,0,-1,1,1
1,0,0,0,0,5,1,50,0,-1,0,-1,1,2,1,2,0,-2,0,-2
1,0,0,3,0,6,1,34,0,-1,1,1,0,-1,1,1,NA,NA,1,1
1,0,0,2,1,3,0,59,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,6,1,4,0,23,0,-2,1,2,1,2,0,-2,1,1,1,1
1,0,0,4,0,2,0,62,0,-1,0,-1,0,-1,1,1,1,1,1,1
0,1,0,3,1,3,0,52,NA,NA,NA,NA,1,1,0,-2,0,-1,NA,NA
1,0,0,6,0,5,1,49,0,-1,1,1,NA,NA,0,NA,NA,NA,1,1
1,0,0,1,1,3,0,38,NA,NA,NA,NA,1,1,NA,NA,0,-1,NA,NA
1,0,0,0,0,5,1,54,NA,NA,1,1,1,2,1,2,NA,NA,NA,NA
1,0,0,5,0,5,1,59,1,1,1,2,0,-1,1,2,NA,NA,1,1
0,0,1,6,0,6,1,30,1,1,NA,NA,1,1,1,2,0,-1,1,2
0,1,0,4,1,4,0,56,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,1,5,1,52,NA,NA,NA,NA,NA,NA,NA,NA,0,-1,0,-1
0,1,0,4,1,4,0,35,1,1,NA,NA,NA,NA,NA,NA,0,-1,1,1
0,0,0,6,0,6,1,55,1,1,1,2,0,-2,1,2,1,1,1,2
1,0,0,2,0,6,1,49,NA,NA,1,1,1,2,0,-1,0,-1,1,1
1,0,0,2,0,5,1,38,1,1,1,1,0,-2,1,2,0,-1,1,1
0,1,0,4,0,5,1,32,0,-2,1,2,1,1,1,2,1,2,0,-1
0,1,0,4,1,2,0,11,0,-1,1,1,0,-1,1,2,0,-1,1,1
0,0,1,6,0,5,1,50,1,2,0,-2,1,2,0,-2,0,-2,1,2
1,0,0,2,1,6,1,35,0,-1,NA,NA,NA,NA,0,-2,1,1,1,1
1,0,0,2,1,6,1,57,0,-1,NA,NA,1,1,NA,NA,0,-1,0,-1
1,0,0,7,0,5,1,43,0,-1,1,1,0,-1,1,1,1,1,0,-1
0,1,0,1,1,6,1,40,1,1,1,2,0,-1,1,2,NA,NA,1,1
1,0,0,7,0,5,1,40,0,-1,0,-1,1,1,0,-1,0,-1,1,1
1,0,0,1,0,5,1,51,1,2,1,2,0,-1,1,1,0,-2,0,-1
1,0,0,1,1,6,1,48,0,-1,NA,NA,0,-1,0,-1,NA,NA,NA,NA
1,0,0,1,0,5,1,51,0,-1,1,2,1,2,1,2,0,-2,0,-1
1,0,0,4,0,5,1,8,1,1,0,-1,1,1,0,-1,1,2,0,-1
0,0,1,6,0,2,0,14,1,1,1,2,1,1,0,-2,NA,NA,1,2
1,0,0,NA,0,5,1,37,1,1,0,-1,0,-2,1,2,0,-1,1,2
1,0,0,1,1,2,0,55,0,-1,NA,NA,1,2,0,-2,0,-1,NA,NA
0,0,0,3,0,3,0,48,1,1,NA,NA,NA,NA,0,-2,0,-1,0,-1
0,1,0,3,1,5,1,40,0,-1,NA,NA,NA,NA,1,1,NA,NA,NA,NA
0,0,1,5,1,4,0,13,1,1,NA,NA,NA,NA,0,-1,0,-1,NA,NA
0,0,1,6,0,5,1,31,0,-1,0,-2,0,-2,1,2,NA,NA,1,2
1,0,0,1,1,5,1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,2,0,5,1,56,0,-1,1,2,1,2,1,1,NA,NA,0,-1
0,1,0,4,0,7,1,51,1,1,1,2,1,1,0,-2,0,-1,1,2
0,0,1,5,0,6,1,54,0,-1,0,-1,1,1,0,-1,1,1,1,1
0,0,1,7,1,5,1,25,1,1,0,-1,1,1,1,1,NA,NA,1,1
0,1,0,3,0,5,1,47,1,1,1,2,1,2,1,2,0,-1,1,1
0,1,0,3,0,8,1,36,0,-1,1,1,1,2,1,2,0,-1,1,2
0,0,1,5,1,5,1,45,1,1,0,-1,1,1,0,-1,0,-1,0,-1
0,0,1,7,0,3,0,30,NA,NA,1,2,0,-2,1,2,NA,NA,1,1
0,1,0,6,1,6,1,25,1,1,0,-2,1,1,0,-1,NA,NA,1,1
0,1,0,4,1,5,1,47,0,-2,1,1,0,-1,0,-1,NA,NA,1,1
0,0,1,6,0,3,0,31,0,-1,1,2,0,-1,1,2,1,2,1,1
1,0,0,1,0,5,1,57,1,1,0,-1,NA,NA,1,2,1,1,NA,NA
0,1,0,4,1,5,1,38,1,1,0,-1,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,0,0,5,1,50,1,1,1,2,0,-1,1,2,NA,NA,1,1
0,1,0,4,1,5,1,42,1,1,0,-1,NA,NA,1,1,0,-1,1,1
0,1,0,3,0,3,0,51,1,1,0,-1,0,-2,1,2,1,2,1,1
1,0,0,3,0,6,1,41,0,-1,1,2,1,2,0,-2,1,2,1,2
0,1,0,4,0,3,0,51,1,1,0,-1,1,2,0,-1,NA,NA,NA,NA
0,0,1,5,1,6,1,53,1,1,NA,NA,NA,NA,1,1,0,-1,NA,NA
1,0,0,0,1,5,1,50,1,1,1,1,0,-1,0,-2,0,-1,1,1
1,0,0,3,1,3,0,48,0,-1,0,-1,NA,NA,0,-2,0,-2,NA,NA
0,0,1,6,0,5,1,29,1,1,0,-1,0,-1,1,2,NA,NA,1,2
0,1,0,4,1,3,0,20,NA,NA,1,1,NA,NA,1,2,NA,NA,0,-1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,1,0,5,1,55,1,1,NA,NA,NA,NA,NA,NA,0,-1,NA,NA
0,0,1,7,1,5,1,55,1,2,0,-1,NA,NA,0,-2,0,-1,1,1
0,1,0,3,0,2,0,44,0,-2,1,2,0,-2,1,2,1,1,0,-1
1,0,0,2,1,5,1,23,1,2,0,-1,1,1,0,-2,NA,NA,1,1
1,0,0,3,0,3,0,44,1,1,1,1,0,-1,0,-1,0,-1,1,1
1,0,0,1,1,7,1,41,1,1,1,2,0,-1,1,2,NA,NA,0,-1
0,1,0,4,1,3,0,20,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,2,1,5,1,43,1,1,NA,NA,0,-2,1,1,NA,NA,NA,NA
1,0,0,1,1,5,1,54,1,1,NA,NA,NA,NA,1,2,NA,NA,0,-1
0,1,0,4,0,3,0,62,1,1,NA,NA,0,-1,NA,NA,0,-1,1,1
1,0,0,0,1,5,1,50,0,-1,0,-1,NA,NA,1,1,0,-1,NA,NA
1,0,0,0,1,3,0,48,0,-1,NA,NA,1,2,1,2,1,2,0,-2
0,1,0,4,1,3,0,45,1,1,1,1,0,-1,0,-1,0,-1,1,1
1,0,0,3,0,3,0,60,1,2,0,-1,1,1,0,-2,0,-1,1,1
1,0,0,3,0,4,0,55,1,2,0,-1,1,1,0,-2,0,-2,1,1
1,0,0,2,1,6,1,55,1,1,NA,NA,1,1,0,-2,1,2,0,-1
0,1,0,6,0,5,1,48,1,1,1,1,0,-1,1,2,0,-1,1,1
0,0,1,7,0,5,1,54,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA
1,0,0,2,0,5,1,46,1,1,1,2,1,1,1,2,1,1,1,2
1,0,0,1,0,5,1,49,1,1,1,2,0,-1,1,2,1,1,0,-2
0,1,0,3,0,3,0,37,0,-1,1,1,1,1,0,-1,1,2,1,1
0,1,0,3,0,5,1,49,1,2,0,-1,1,2,NA,NA,NA,NA,1,1
1,0,0,0,0,7,1,44,1,1,1,2,0,-1,1,2,1,2,0,-1
0,1,0,4,0,5,1,41,1,1,NA,NA,NA,NA,1,2,1,1,1,1
0,0,1,5,0,5,1,26,1,2,0,-2,1,1,0,-1,1,2,1,1
1,0,0,0,1,3,0,60,1,1,0,-1,1,2,1,2,0,-1,0,-1
0,1,0,7,0,6,1,35,1,1,NA,NA,0,-2,1,2,0,-1,1,1
1,0,0,2,1,3,0,55,0,-1,1,1,1,1,1,1,1,1,0,-1
0,0,1,6,0,5,1,42,0,-1,1,2,1,1,1,2,1,1,1,1
0,1,0,1,1,4,0,58,0,-1,NA,NA,1,1,NA,NA,NA,NA,1,1
0,0,1,5,1,5,1,38,1,2,1,1,NA,NA,0,-1,0,-1,1,1
0,1,0,2,1,5,1,46,NA,NA,NA,NA,1,2,1,1,NA,NA,1,1
1,0,0,0,1,5,1,55,NA,NA,1,2,NA,NA,1,2,NA,NA,0,-1
0,1,0,4,1,3,0,55,0,-1,1,1,0,-2,1,1,0,-1,0,-1
0,0,1,4,1,6,1,38,1,1,1,1,NA,NA,0,-1,1,2,1,1
1,0,0,3,1,5,1,47,1,1,0,-1,0,-1,1,1,1,1,0,-1
0,0,1,1,0,3,0,50,1,1,1,1,NA,NA,1,1,0,-1,0,-1
0,1,0,4,0,6,1,48,1,1,1,2,0,-1,1,2,1,2,1,1
1,0,0,2,1,5,1,47,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0,0,5,0,5,1,41,1,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
0,0,1,1,0,3,0,45,0,-2,1,2,0,-2,1,2,1,2,0,-2
1,0,0,3,1,6,1,57,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,5,1,6,1,38,1,2,1,1,0,-1,1,1,NA,NA,1,1
0,0,1,6,0,5,1,45,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
1,0,0,4,1,5,1,45,0,-1,1,1,0,-1,1,2,1,1,1,2
1,0,0,0,1,4,0,51,0,-1,1,1,0,-1,0,-2,0,-1,NA,NA
0,1,0,3,0,3,0,56,1,1,NA,NA,0,-1,NA,NA,NA,NA,1,1
1,0,0,1,0,3,0,39,NA,NA,0,-1,1,2,1,2,NA,NA,0,-1
0,0,1,6,1,6,1,39,0,-1,0,-1,1,2,1,1,0,-1,1,1
1,0,0,1,1,2,0,59,0,-1,0,-1,0,-1,0,-1,0,-1,1,1
0,1,0,5,0,5,1,53,1,2,0,-1,1,1,0,-1,1,1,1,1
1,0,0,2,1,4,0,65,1,1,1,2,0,-1,1,1,0,-1,0,-1
0,0,0,1,1,6,1,24,1,1,1,2,1,1,1,2,NA,NA,1,2
1,0,0,0,0,6,1,41,1,1,1,2,1,2,1,2,1,1,1,2
0,0,1,6,0,5,1,29,1,2,1,2,0,-2,1,2,1,2,1,2
0,1,0,2,1,6,1,54,1,1,1,1,1,1,0,-1,1,2,0,-1
0,0,1,4,0,5,1,58,0,-1,0,-1,1,1,1,1,0,-1,0,-1
0,0,1,5,0,5,1,55,1,1,1,1,0,-1,1,1,1,1,0,-1
0,0,1,1,0,6,1,53,0,-1,1,1,1,1,1,1,1,1,1,1
1,0,0,0,1,5,1,52,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
0,0,1,5,1,5,1,58,1,1,1,2,0,-1,1,2,0,-1,1,1
1,0,0,0,1,5,1,58,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA
0,1,0,4,0,6,1,32,1,1,1,2,0,-1,0,-2,NA,NA,1,1
0,1,0,4,0,4,0,39,1,1,1,1,1,1,0,-2,0,-1,1,1
0,0,0,2,0,5,1,52,0,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,3,1,3,0,60,1,1,1,1,0,-1,1,1,0,-1,1,1
1,0,0,0,1,3,0,59,NA,NA,NA,NA,NA,NA,0,-2,0,-2,0,-2
0,1,0,2,1,5,1,45,1,1,NA,NA,0,-1,NA,NA,NA,NA,1,1
1,0,0,2,0,6,1,45,1,2,1,2,0,-1,0,-2,0,-1,1,1
0,1,0,5,0,5,1,50,0,-2,1,1,0,-1,0,-2,1,2,0,-1
0,0,1,6,1,5,1,29,0,-2,NA,NA,0,-2,1,2,1,2,1,1
0,0,1,5,0,4,0,33,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1
0,1,0,1,1,5,1,31,1,1,1,2,0,-2,NA,NA,NA,NA,NA,NA
1,0,0,6,0,5,1,49,0,-1,1,2,1,2,1,1,0,-1,0,-1
1,0,0,1,1,3,0,60,0,-2,NA,NA,1,1,1,2,NA,NA,NA,NA
0,0,0,0,0,5,1,49,NA,NA,1,2,1,2,1,2,NA,NA,0,-1
0,0,1,4,1,6,1,42,0,-2,1,1,1,1,1,1,0,-1,1,1
1,0,0,1,0,5,1,53,1,2,1,2,1,2,0,-1,1,1,1,2
1,0,0,2,1,5,1,56,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA
1,0,0,1,0,3,0,59,NA,NA,1,1,0,-1,1,2,NA,NA,1,1
0,0,1,6,1,5,1,44,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA
0,1,0,2,1,6,1,36,0,-1,1,2,1,1,0,-2,0,-1,1,1
1,0,0,2,1,3,0,59,1,1,1,1,0,-1,1,1,1,1,1,2
0,1,0,3,0,3,0,62,1,1,0,-1,0,-2,0,-1,0,-1,NA,NA
1,0,0,1,1,5,1,56,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
0,0,1,4,1,5,1,41,1,1,1,2,0,-2,1,2,1,2,1,2
1,0,0,3,1,1,0,52,0,-2,NA,NA,NA,NA,1,1,0,-1,1,1
1,0,0,1,1,6,1,15,0,-2,1,2,NA,NA,1,2,NA,NA,NA,NA
1,0,0,3,1,3,0,45,1,1,1,2,1,1,1,1,1,1,0,-1
1,0,0,2,1,3,0,38,1,1,NA,NA,NA,NA,0,-2,0,-1,1,1
1,0,0,1,0,5,1,51,1,1,1,1,0,-1,NA,NA,0,-1,1,1
0,1,0,3,1,2,0,43,1,1,NA,NA,0,-1,1,2,NA,NA,1,1
0,0,1,3,0,6,1,44,1,1,0,-1,0,-2,0,-1,0,-1,1,1
0,0,1,4,1,8,1,54,0,-2,0,-1,1,1,0,-2,0,-2,1,1
0,1,0,0,1,5,1,52,0,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,0,1,3,0,43,1,1,NA,NA,NA,NA,0,-1,NA,NA,1,1
0,0,1,2,0,6,1,54,1,1,0,-1,0,-1,0,-1,0,-1,1,1
1,0,0,3,1,6,1,35,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,1
0,1,0,4,0,6,1,53,0,-2,NA,NA,0,-1,0,NA,NA,NA,NA,NA
0,1,0,5,0,3,0,52,0,-1,0,-1,1,1,0,-1,1,1,0,-2
1,0,0,3,1,2,0,20,1,1,1,1,1,1,1,1,NA,NA,NA,NA
0,1,0,1,1,5,1,25,1,1,1,2,1,2,1,2,1,2,1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,1,0,3,1,2,0,33,1,1,0,-1,1,1,1,1,1,1,1,1
0,0,1,6,0,5,1,48,0,-2,1,1,1,2,1,1,1,2,0,-1
1,0,0,3,1,6,1,20,1,1,1,1,0,-1,1,2,NA,NA,1,1
1,0,0,1,1,5,1,57,1,1,NA,NA,1,2,1,1,NA,NA,NA,NA
1,0,0,0,0,3,0,55,1,2,1,2,0,-2,1,2,1,2,1,1
1,0,0,1,1,4,0,29,0,-1,0,-1,1,1,0,-1,0,-1,1,1
1,0,0,2,0,5,1,51,1,1,1,2,0,-2,1,2,0,-1,0,-1
0,1,0,3,1,4,0,31,1,1,1,1,0,-2,1,2,1,2,1,2
1,0,0,0,0,5,1,55,0,-2,0,-1,1,1,1,1,1,1,1,1
1,0,0,0,1,6,1,25,0,-1,0,-1,NA,NA,1,1,0,-1,1,1
0,1,0,2,0,3,0,58,1,1,NA,NA,NA,NA,1,1,1,1,0,-1
0,1,0,3,1,3,0,28,1,1,0,-1,1,1,0,-2,0,-1,0,-2
1,0,0,3,0,3,0,46,1,2,NA,NA,NA,NA,NA,NA,0,-1,1,1
0,0,1,5,0,2,0,50,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,0,1,6,0,6,1,19,NA,NA,1,2,0,-2,1,2,NA,NA,1,2